title,make,model,year,condition,transmission,price
Lexus ES 350 2008 Silver,Lexus,ES 350,2008,local used,automatic,"₦ 7,900,000"
Mercedes-Benz CLA-Class AMG CLA 45 4MATIC Sedan 2018 Gray,Mercedes-Benz,CLA-Class AMG,2018,foreign used,automatic,"₦ 38,500,000"
Toyota RAV4 2018 Gray,Toyota,RAV4,2018,foreign used,automatic,"₦ 27,000,000"
Mercedes-Benz G-Class Base G 63 AMG AWD 2013 Black,Mercedes-Benz,G-Class Base,2013,local used,automatic,"₦ 71,000,000"
Lexus IS 250 2015 Gray,Lexus,IS 250,2015,local used,automatic,"₦ 14,350,000"
Lexus RX 2010 White,Lexus,RX,2010,foreign used,automatic,"₦ 17,200,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2009 Maroon,Toyota,Camry LE,2009,local used,automatic,"₦ 7,500,000"
Mercedes-Benz C400 4Matic AWD Sedan (3.0L V6 7A) 2015 Black,Mercedes-Benz,C400 4Matic,2015,foreign used,automatic,"₦ 38,500,000"
Lexus RX 2013 Blue,Lexus,RX,2013,foreign used,automatic,"₦ 18,500,000"
Mitsubishi Outlander 2015 Black,Mitsubishi,Outlander,2015,foreign used,automatic,"₦ 13,999,999"
Lexus RX 350 AWD 2017 Red,Lexus,RX 350,2017,foreign used,automatic,"₦ 40,889,999"
Mercedes-Benz E350 2020 Red,Mercedes-Benz,E350,2020,foreign used,automatic,"₦ 38,000,000"
Toyota Land Cruiser 4.6 V8 GXR 2017 Black,Toyota,Land Cruiser,2017,foreign used,automatic,"₦ 60,000,000"
Hyundai Santa Fe Limited 4dr SUV w/Saddle Interior (3.3L 6cyl 6A) 2014,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 16,000,000"
Toyota Highlander XLE 2019 White,Toyota,Highlander XLE,2019,foreign used,,"₦ 36,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry XLE,2013,foreign used,automatic,"₦ 13,000,000"
Toyota RAV4 2015 Red,Toyota,RAV4,2015,foreign used,automatic,"₦ 24,000,000"
Toyota RAV4 2010 White,Toyota,RAV4,2010,local used,automatic,"₦ 9,000,000"
Toyota Corolla 2013 Silver,Toyota,Corolla,2013,local used,automatic,"₦ 8,500,000"
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Silver,Toyota,Camry SE,2014,foreign used,automatic,"₦ 13,550,000"
Mitsubishi Outlander 2016 Gray,Mitsubishi,Outlander,2016,local used,automatic,"₦ 12,500,000"
Toyota Highlander 2009 Black,Toyota,Highlander,2009,foreign used,automatic,"₦ 15,500,000"
Mercedes-Benz S-Class S 550 4MATIC 2015 Black,Mercedes-Benz,S-Class S,2015,foreign used,automatic,"₦ 35,000,000"
Lexus SC 430 Convertible 2005 Blue,Lexus,SC 430,2005,local used,automatic,"₦ 9,800,000"
Mercedes-Benz GLC-Class 2021 White,Mercedes-Benz,GLC-Class,2021,foreign used,automatic,"₦ 62,999,999"
Honda Civic 2004 Gold,Honda,Civic,2004,local used,automatic,"₦ 2,850,000"
Hyundai Sonata Limited Sedan FWD (2.4L 4cyl 6A) 2013 Blue,Hyundai,Sonata Limited,2013,foreign used,automatic,"₦ 10,900,000"
Honda Pilot 2013 Gray,Honda,Pilot,2013,local used,automatic,"₦ 13,500,000"
Lexus GX 460 Base 2020 Gray,Lexus,GX 460,2020,local used,automatic,"₦ 63,281,250"
Mercedes-Benz M Class 2015 Blue,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 22,499,999"
Acura MDX 2011 Gray,Acura,MDX,2011,foreign used,automatic,"₦ 10,950,000"
Lexus GX 2014 Black,Lexus,GX,2014,foreign used,automatic,"₦ 35,000,000"
Acura MDX 2012 Black,Acura,MDX,2012,foreign used,automatic,"₦ 10,800,000"
Hyundai Santa Fe 2.7 V6 4WD 2009 Red,Hyundai,Santa Fe,2009,local used,automatic,"₦ 7,500,000"
Lexus IS 250 Automatic 2010 Black,Lexus,IS 250,2010,local used,automatic,"₦ 8,000,000"
Toyota Camry LE FWD 2020 White,Toyota,Camry LE,2020,foreign used,automatic,"₦ 19,900,000"
Kia Morning 2013,Kia,Morning,2013,foreign used,manual,"₦ 6,350,000"
Toyota Camry 3.5 LE 2008 Black,Toyota,Camry 3,2008,local used,automatic,"₦ 4,900,000"
Toyota Corolla 2010 White,Toyota,Corolla,2010,local used,automatic,"₦ 6,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2014 Silver,Mercedes-Benz,GLK-Class 350,2014,foreign used,automatic,"₦ 19,900,000"
Ford Taurus 2015 Gray,Ford,Taurus,2015,local used,automatic,"₦ 5,500,000"
Honda Accord 2009 Green,Honda,Accord,2009,local used,automatic,"₦ 4,850,000"
Toyota Sienna 2001 Silver,Toyota,Sienna,2001,local used,automatic,"₦ 3,600,000"
Hyundai Elantra 2014 Black,Hyundai,Elantra,2014,local used,automatic,"₦ 8,900,000"
Lexus RX 350 AWD 2014 Brown,Lexus,RX 350,2014,foreign used,automatic,"₦ 26,100,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2007 Green,Toyota,Camry LE,2007,foreign used,automatic,"₦ 9,200,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2011 Black,Acura,MDX SUV,2011,local used,automatic,"₦ 5,800,000"
Hyundai Sonata Limited 4dr Sedan (2.4L 4cyl 6A) 2015 White,Hyundai,Sonata Limited,2015,local used,automatic,"₦ 15,000,000"
Toyota RAV4 2007 Black,Toyota,RAV4,2007,foreign used,automatic,"₦ 12,200,000"
Mercedes-Benz GLE-Class 2022 Black,Mercedes-Benz,GLE-Class,2022,foreign used,automatic,"₦ 220,000,000"
Ford Edge 2016 White,Ford,Edge,2016,foreign used,automatic,"₦ 15,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Gray,Mercedes-Benz,GLE-Class AMG,2017,foreign used,automatic,"₦ 65,000,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2020 White,Mercedes-Benz,CLA-Class CLA,2020,foreign used,automatic,"₦ 38,000,000"
Toyota Camry 2025 White,Toyota,Camry,2025,foreign used,automatic,"₦ 60,000,000"
Toyota Sienna 2005 Blue,Toyota,Sienna,2005,local used,automatic,"₦ 8,800,000"
Toyota Venza 2010 Blue,Toyota,Venza,2010,foreign used,automatic,"₦ 12,900,000"
Lexus ES 350 2009 Black,Lexus,ES 350,2009,local used,automatic,"₦ 8,000,000"
Toyota Highlander 2005 Black,Toyota,Highlander,2005,local used,automatic,"₦ 5,500,000"
Mercedes-Benz GLK-Class 2011 Gold,Mercedes-Benz,GLK-Class,2011,foreign used,automatic,"₦ 13,300,000"
Honda Pilot 2011 Gold,Honda,Pilot,2011,local used,automatic,"₦ 8,800,000"
Honda Accord 2020 Black,Honda,Accord,2020,foreign used,automatic,"₦ 24,500,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,Mercedes-Benz,GLK-Class Base,2015,local used,automatic,"₦ 14,500,000"
Honda CR-V 2008 Black,Honda,CR-V,2008,local used,automatic,"₦ 4,700,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 4,400,000"
Toyota Sienna 2009 Burgundy,Toyota,Sienna,2009,foreign used,automatic,"₦ 10,490,000"
Toyota Camry 2010 Silver,Toyota,Camry,2010,foreign used,automatic,"₦ 9,850,000"
Toyota RAV4 LE 4dr SUV AWD (2.5L 4cyl 6A) 2014 Red,Toyota,RAV4 LE,2014,local used,automatic,"₦ 12,200,000"
Mercedes-Benz E350 2011 Black,Mercedes-Benz,E350,2011,local used,automatic,"₦ 8,800,000"
Mercedes-Benz C180 1999 Blue,Mercedes-Benz,C180,1999,local used,automatic,"₦ 4,500,000"
Mercedes-Benz GLC-Class 2017 Red,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 61,000,000"
Toyota Camry 2014 Silver,Toyota,Camry,2014,foreign used,automatic,"₦ 14,999,999"
Toyota Venza 2010 Silver,Toyota,Venza,2010,local used,automatic,"₦ 9,200,000"
Toyota Corolla 1.4 VVT-i 2006 Black,Toyota,Corolla 1,2006,local used,automatic,"₦ 6,000,000"
Toyota Corolla SE 2023 White,Toyota,Corolla SE,2023,local used,automatic,"₦ 22,700,000"
Hyundai Sonata 2013 White,Hyundai,Sonata,2013,foreign used,automatic,"₦ 10,000,000"
Volvo XC90 3.2 Premium Plus AWD (3.2L 6cyl 6A) 2014 Blue,Volvo,XC90 3,2014,foreign used,automatic,"₦ 14,000,000"
Bentley Bentayga 2022 White,Bentley,Bentayga,2022,foreign used,automatic,"₦ 325,000,000"
Mercedes-Benz GLE-Class 2016 Red,Mercedes-Benz,GLE-Class,2016,foreign used,automatic,"₦ 55,000,000"
Honda Pilot 2012 Gray,Honda,Pilot,2012,local used,automatic,"₦ 7,800,000"
Toyota Camry 2008 Gray,Toyota,Camry,2008,foreign used,automatic,"₦ 9,200,000"
Toyota Camry 2008 Gold,Toyota,Camry,2008,local used,automatic,"₦ 6,800,000"
Toyota Highlander 2015 Black,Toyota,Highlander,2015,foreign used,automatic,"₦ 25,000,000"
Nissan Altima 2017 Red,Nissan,Altima,2017,foreign used,automatic,"₦ 15,800,000"
Mercedes-Benz C300 2015 White,Mercedes-Benz,C300,2015,foreign used,automatic,"₦ 18,500,000"
Toyota Highlander Limited 2019 White,Toyota,Highlander Limited,2019,foreign used,automatic,"₦ 32,000,000"
Honda Accord 2015 Blue,Honda,Accord,2015,foreign used,automatic,"₦ 13,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2015 Black,Toyota,Camry LE,2015,foreign used,automatic,"₦ 13,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2014,Mercedes-Benz,M Class,2014,local used,automatic,"₦ 26,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Silver,Toyota,Camry LE,2009,foreign used,automatic,"₦ 7,950,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 White,Mercedes-Benz,GLK-Class 350,2013,local used,automatic,"₦ 14,000,000"
Lexus RX 330 2006 Black,Lexus,RX 330,2006,local used,automatic,"₦ 7,250,000"
Lexus RX 350 2011 Black,Lexus,RX 350,2011,local used,automatic,"₦ 14,500,000"
Lexus ES 350 2008 White,Lexus,ES 350,2008,local used,automatic,"₦ 7,450,000"
Toyota Venza 2011 Black,Toyota,Venza,2011,local used,automatic,"₦ 12,500,000"
Toyota Venza Limited 2011 Black,Toyota,Venza Limited,2011,local used,automatic,"₦ 12,800,000"
Toyota Highlander Limited V6 2006 Gold,Toyota,Highlander Limited,2006,local used,automatic,"₦ 6,800,000"
Toyota Highlander 2021 Black,Toyota,Highlander,2021,foreign used,automatic,"₦ 55,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2013 Blue,Toyota,Camry XLE,2013,foreign used,automatic,"₦ 14,000,000"
Lexus GX 2013 Gray,Lexus,GX,2013,foreign used,automatic,"₦ 28,500,000"
Acura MDX 2017 White,Acura,MDX,2017,foreign used,automatic,"₦ 23,000,000"
Lexus ES 330 2005 Black,Lexus,ES 330,2005,foreign used,automatic,"₦ 11,000,000"
Peugeot 406 Coupe 2002 Red,Peugeot,406 Coupe,2002,local used,manual,"₦ 2,100,000"
Toyota Camry Hybrid LE 2023 Blue,Toyota,Camry Hybrid,2023,local used,automatic,"₦ 6,000,000"
Lexus RX 350 2010 White,Lexus,RX 350,2010,local used,automatic,"₦ 11,950,000"
Lexus RX 2012 Black,Lexus,RX,2012,local used,automatic,"₦ 14,700,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Black,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 12,550,000"
Nissan Sentra SV 4dr Sedan (1.8L 4cyl CVT) 2014 Silver,Nissan,Sentra SV,2014,foreign used,automatic,"₦ 8,500,000"
Mazda 6 2017 Black,Mazda,6,2017,foreign used,automatic,"₦ 14,350,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 White,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 56,000,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Gold,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 12,000,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,local used,automatic,"₦ 8,900,000"
Toyota Sienna LE AWD 2005 Blue,Toyota,Sienna LE,2005,local used,automatic,"₦ 6,350,000"
Mercedes-Benz GLE-Class 2016 Silver,Mercedes-Benz,GLE-Class,2016,local used,automatic,"₦ 25,000,000"
Honda Accord 2013 Silver,Honda,Accord,2013,local used,automatic,"₦ 9,300,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Gray,Toyota,Camry LE,2010,foreign used,automatic,"₦ 9,200,000"
Lexus GX 2016 Black,Lexus,GX,2016,local used,automatic,"₦ 28,500,000"
Ford Edge SE 4dr AWD (2.0L 4cyl 6A) 2016 Black,Ford,Edge SE,2016,foreign used,automatic,"₦ 22,000,000"
Honda Accord Coupe EX 2007 Black,Honda,Accord Coupe,2007,local used,automatic,"₦ 3,890,000"
Mercedes-Benz GLE-Class 2017 White,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 38,500,000"
Hyundai Elantra 2013 Black,Hyundai,Elantra,2013,foreign used,automatic,"₦ 14,000,000"
Toyota Land Cruiser 2020 White,Toyota,Land Cruiser,2020,local used,manual,"₦ 70,000,000"
Mercedes-Benz M Class ML350 4dr SUV (3.5L 6cyl 7A) 2015 White,Mercedes-Benz,M Class,2015,local used,automatic,"₦ 15,500,000"
Toyota Camry 2024 Black,Toyota,Camry,2024,foreign used,automatic,"₦ 52,000,000"
Lexus RX 2017 Blue,Lexus,RX,2017,foreign used,automatic,"₦ 36,500,000"
New GAC GS8 2025 Black,GAC,GS8,2025,brand new,automatic,"₦ 57,000,000"
Lexus IS 200t 2017 White,Lexus,IS 200t,2017,local used,automatic,"₦ 14,800,000"
Toyota Avalon XLE FWDSedan (3.6L 6cyl 6A) 2016 Burgundy,Toyota,Avalon XLE,2016,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 Silver,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 10,500,000"
Toyota RAV4 2016 Blue,Toyota,RAV4,2016,foreign used,automatic,"₦ 24,000,000"
Acura MDX 2014 Gray,Acura,MDX,2014,foreign used,automatic,"₦ 14,500,000"
Toyota Highlander 2006 Silver,Toyota,Highlander,2006,local used,automatic,"₦ 7,800,000"
Toyota Camry SE Sport 4dr Sedan (2.5L 4cyl 6A) 2014 Red,Toyota,Camry SE,2014,foreign used,automatic,"₦ 10,990,000"
Acura ZDX Base AWD 2010 Black,Acura,ZDX Base,2010,local used,automatic,"₦ 8,500,000"
Honda Civic Sport Hatchback 2018 White,Honda,Civic Sport,2018,foreign used,automatic,"₦ 16,500,000"
Toyota Sienna 2008 Silver,Toyota,Sienna,2008,local used,automatic,"₦ 6,200,000"
Hyundai Elantra 2006 Gold,Hyundai,Elantra,2006,local used,automatic,"₦ 2,700,000"
Toyota Tacoma Base V6 4x4 Double-Cab 121.9 in. WB 2002 Green,Toyota,Tacoma Base,2002,local used,automatic,"₦ 8,500,000"
Toyota Camry 2006 Blue,Toyota,Camry,2006,local used,automatic,"₦ 5,200,000"
Hyundai Sonata ECO Sedan FWD (1.6L 4cyl 7A) 2016 Blue,Hyundai,Sonata ECO,2016,foreign used,automatic,"₦ 15,200,000"
Toyota Corolla L 4dr Sedan (1.8L 4cyl 5M) 2013 Silver,Toyota,Corolla L,2013,foreign used,automatic,"₦ 11,550,000"
Toyota RAV4 2010 Red,Toyota,RAV4,2010,foreign used,automatic,"₦ 13,550,000"
Land Rover Range Rover Velar P380 HSE R-Dynamic 4x4 2018 Black,Land,Rover Range,2018,foreign used,automatic,"₦ 53,000,000"
Lexus RX 350 2010 Red,Lexus,RX 350,2010,foreign used,automatic,"₦ 20,000,000"
Kia Picanto 2010 Blue,Kia,Picanto,2010,local used,automatic,"₦ 4,000,000"
Toyota Sienna 2011 Gray,Toyota,Sienna,2011,foreign used,automatic,"₦ 14,000,000"
Toyota Highlander Limited FWD 2024 White,Toyota,Highlander Limited,2024,foreign used,automatic,"₦ 160,000,000"
Honda Civic 2013 Gray,Honda,Civic,2013,foreign used,automatic,"₦ 10,600,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry SE,2018,foreign used,automatic,"₦ 20,000,000"
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2018 Black,Mercedes-Benz,GLE-Class AMG,2018,foreign used,automatic,"₦ 55,000,000"
Toyota RAV4 Limited AWD 2024 Gray,Toyota,RAV4 Limited,2024,foreign used,automatic,"₦ 38,000,000"
Mercedes-Benz M Class ML350 4MATIC 4dr SUV AWD (3.5L 6cyl 7A) 2015 Gray,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 27,500,000"
Dodge Durango 2022 Gray,Dodge,Durango,2022,local used,automatic,"₦ 49,000,000"
Honda CR-V 2022 White,Honda,CR-V,2022,foreign used,automatic,"₦ 36,000,000"
Land Rover Range Rover Sport 2010 Silver,Land,Rover Range,2010,local used,automatic,"₦ 7,500,000"
Toyota Corolla 2010 Gold,Toyota,Corolla,2010,foreign used,automatic,"₦ 9,500,000"
Honda Accord Crosstour 2013 Black,Honda,Accord Crosstour,2013,local used,automatic,"₦ 12,000,000"
Mercedes-Benz M Class 2015 White,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz GLC-Class 2017 White,Mercedes-Benz,GLC-Class,2017,foreign used,automatic,"₦ 28,000,000"
Toyota Highlander XLE AWD 2023 Burgundy,Toyota,Highlander XLE,2023,foreign used,automatic,"₦ 89,000,000"
Lexus RX 350 F Sport FWD 2017 Gray,Lexus,RX 350,2017,foreign used,automatic,"₦ 45,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Red,Toyota,Camry LE,2008,foreign used,automatic,"₦ 9,500,000"
Lexus LX 2016 Black,Lexus,LX,2016,foreign used,automatic,"₦ 52,000,000"
Toyota Corolla 2006 Gold,Toyota,Corolla,2006,foreign used,automatic,"₦ 8,500,000"
Toyota Highlander 2018 Gray,Toyota,Highlander,2018,foreign used,automatic,"₦ 40,000,000"
Toyota Corolla LE 2021 Silver,Toyota,Corolla LE,2021,foreign used,automatic,"₦ 25,000,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2009 Blue,Toyota,Camry LE,2009,foreign used,automatic,"₦ 10,800,000"
Lexus GX 2011 Burgundy,Lexus,GX,2011,local used,automatic,"₦ 20,550,000"
Mercedes-Benz M Class ML 350 4Matic 2013 Black,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 23,000,000"
Hyundai Sonata Limited 2.0T Sedan (2.0L 4cyl 6A) 2013 Black,Hyundai,Sonata Limited,2013,foreign used,automatic,"₦ 9,200,000"
Lexus RX 2005 Beige,Lexus,RX,2005,local used,automatic,"₦ 7,550,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 14,000,000"
Lexus RX 350 FWD 2012 Black,Lexus,RX 350,2012,local used,automatic,"₦ 13,000,000"
Lexus RX 2017 Gray,Lexus,RX,2017,foreign used,automatic,"₦ 32,000,000"
Honda Accord Coupe Automatic 2005 Gold,Honda,Accord Coupe,2005,local used,automatic,"₦ 2,850,000"
Toyota Sienna XLE Limited AWD 2009 Red,Toyota,Sienna XLE,2009,foreign used,automatic,"₦ 12,000,000"
Ford F-150 2020 Black,Ford,F-150,2020,foreign used,automatic,"₦ 58,000,000"
Toyota Highlander 2013 Blue,Toyota,Highlander,2013,local used,automatic,"₦ 15,500,000"
Toyota Land Cruiser Prado 2009 Black,Toyota,Land Cruiser,2009,local used,automatic,"₦ 12,500,000"
Mercedes-Benz M Class 2013 Black,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 15,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Black,Toyota,Camry SE,2013,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander 2019 Black,Toyota,Highlander,2019,local used,automatic,"₦ 25,750,000"
Toyota Corolla LE 2006 Gold,Toyota,Corolla LE,2006,local used,automatic,"₦ 5,600,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2021 Black,Mercedes-Benz,CLA-Class CLA,2021,foreign used,automatic,"₦ 30,000,000"
Toyota Sienna XLE FWD 2019 Black,Toyota,Sienna XLE,2019,foreign used,automatic,"₦ 41,000,000"
Toyota Corolla LE 2004 Gray,Toyota,Corolla LE,2004,local used,automatic,"₦ 3,950,000"
New GAC GN8 2025 Black,GAC,GN8,2025,brand new,automatic,"₦ 73,000,000"
Toyota Corolla 2016 Silver,Toyota,Corolla,2016,foreign used,automatic,"₦ 12,500,000"
Lexus RX 2010 Gold,Lexus,RX,2010,foreign used,automatic,"₦ 18,200,000"
Toyota RAV4 XLE 2025 Gray,Toyota,RAV4 XLE,2025,local used,automatic,"₦ 57,000,000"
Toyota Corolla 2003 Gold,Toyota,Corolla,2003,foreign used,automatic,"₦ 7,497,000"
Toyota RAV4 2010 Orange,Toyota,RAV4,2010,foreign used,automatic,"₦ 13,800,000"
Mercedes-Benz M Class ML 350 4Matic 2010 Gray,Mercedes-Benz,M Class,2010,local used,automatic,"₦ 9,000,000"
Toyota Corolla Sedan 2003 Silver,Toyota,Corolla Sedan,2003,local used,automatic,"₦ 2,900,000"
Lexus RX 350 AWD 2016 Silver,Lexus,RX 350,2016,foreign used,automatic,"₦ 40,000,000"
Acura MDX 2016 White,Acura,MDX,2016,foreign used,automatic,"₦ 15,500,000"
Lexus RX 2016 Black,Lexus,RX,2016,foreign used,automatic,"₦ 39,500,000"
Mercedes-Benz C250 2013 Black,Mercedes-Benz,C250,2013,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz GLK-Class 350 4MATIC 2010 White,Mercedes-Benz,GLK-Class 350,2010,local used,automatic,"₦ 9,000,000"
Lexus RX 2007 Black,Lexus,RX,2007,local used,automatic,"₦ 11,500,000"
Hyundai Elantra 2.0 GLS Automatic 2006 Black,Hyundai,Elantra 2,2006,local used,automatic,"₦ 5,200,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Gray,Mercedes-Benz,M Class,2012,local used,automatic,"₦ 12,300,000"
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,Mercedes-Benz,GLK-Class 350,2013,foreign used,automatic,"₦ 19,999,999"
Honda Accord Coupe EX-L Automatic 2007 Gray,Honda,Accord Coupe,2007,local used,automatic,"₦ 4,000,000"
Mercedes-Benz GLC-Class 2016 Black,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 22,500,000"
Toyota Highlander 2006 Gold,Toyota,Highlander,2006,local used,automatic,"₦ 6,100,000"
Honda Pilot 2010 Blue,Honda,Pilot,2010,local used,automatic,"₦ 6,500,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2005 Black,Toyota,Camry LE,2005,local used,automatic,"₦ 4,850,000"
Hyundai Ix35 2012 Brown,Hyundai,Ix35,2012,local used,automatic,"₦ 6,500,000"
Toyota Corolla 2004 Black,Toyota,Corolla,2004,foreign used,automatic,"₦ 7,300,000"
Lexus ES 350 2011 Blue,Lexus,ES 350,2011,local used,automatic,"₦ 10,500,000"
Mercedes-Benz C300 2010 Black,Mercedes-Benz,C300,2010,local used,automatic,"₦ 6,900,000"
Honda Accord 2016 Black,Honda,Accord,2016,foreign used,automatic,"₦ 13,200,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2011 Matt Black,Toyota,Camry SE,2011,local used,automatic,"₦ 6,890,000"
Toyota Camry 2.4 GLi Automatic 2008 Gold,Toyota,Camry 2,2008,local used,automatic,"₦ 6,300,000"
Honda Accord EX-L V-6 2dr Coupe w/Navigation (3.5L 6cyl 6A) 2014 Silver,Honda,Accord EX-L,2014,local used,automatic,"₦ 11,900,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2013 Matt Black,Toyota,Camry SE,2013,local used,automatic,"₦ 10,800,000"
Land Rover Range Rover Velar 2018 White,Land,Rover Range,2018,local used,automatic,"₦ 27,000,000"
Acura MDX 2008 Gold,Acura,MDX,2008,local used,automatic,"₦ 2,500,000"
Toyota RAV4 2012 Black,Toyota,RAV4,2012,foreign used,automatic,"₦ 12,500,000"
Toyota RAV4 2021 White,Toyota,RAV4,2021,foreign used,automatic,"₦ 35,000,000"
Lexus ES 2013 Red,Lexus,ES,2013,foreign used,automatic,"₦ 18,500,000"
Mercedes-Benz GLE-Class GLE 350 2018 Black,Mercedes-Benz,GLE-Class GLE,2018,local used,automatic,"₦ 14,500,000"
Toyota RAV4 2009 Gold,Toyota,RAV4,2009,local used,automatic,"₦ 6,500,000"
Mercedes-Benz GLC-Class 2016 Gray,Mercedes-Benz,GLC-Class,2016,foreign used,automatic,"₦ 20,000,000"
Hyundai Elantra 2017 Blue,Hyundai,Elantra,2017,foreign used,automatic,"₦ 16,300,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Red,Toyota,Camry LE,2008,local used,automatic,"₦ 4,700,000"
Toyota Camry 2.4 WT-i 2005 Gold,Toyota,Camry 2,2005,local used,automatic,"₦ 4,350,000"
Toyota Venza XLE 2010 Green,Toyota,Venza XLE,2010,local used,automatic,"₦ 9,599,999"
Toyota Venza Limited 2012 Black,Toyota,Venza Limited,2012,local used,automatic,"₦ 12,900,000"
Toyota Avalon Limited Sedan FWD (3.5L 6cyl 6A) 2008 Blue,Toyota,Avalon Limited,2008,foreign used,automatic,"₦ 10,000,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,local used,automatic,"₦ 9,500,000"
Acura MDX 2008 Black,Acura,MDX,2008,local used,automatic,"₦ 5,400,000"
New GAC GS7 2025 Gray,GAC,GS7,2025,brand new,automatic,"₦ 57,000,000"
Lexus RX 2025 Gray,Lexus,RX,2025,foreign used,automatic,"₦ 100,000,000"
Toyota Tacoma 2020 Gray,Toyota,Tacoma,2020,foreign used,automatic,"₦ 40,000,000"
Toyota RAV4 XLE 2022 Gray,Toyota,RAV4 XLE,2022,foreign used,automatic,"₦ 40,000,000"
Mercedes-Benz M Class ML 550 4Matic 2013 Brown,Mercedes-Benz,M Class,2013,local used,automatic,"₦ 11,500,000"
Kia Morning 2012 Off white,Kia,Morning,2012,foreign used,automatic,"₦ 7,500,000"
Lexus RX 2008 Black,Lexus,RX,2008,local used,automatic,"₦ 6,000,000"
Honda Odyssey 2006 Black,Honda,Odyssey,2006,local used,automatic,"₦ 4,400,000"
Toyota Tacoma 2007 Black,Toyota,Tacoma,2007,local used,automatic,"₦ 8,500,000"
Toyota Yaris 2007 Red,Toyota,Yaris,2007,local used,automatic,"₦ 3,850,000"
Honda Accord EX-L V-6 4dr Sedan FWD (3.5L 6cyl 6A) 2016 Black,Honda,Accord EX-L,2016,local used,automatic,"₦ 10,000,000"
Honda Accord Sedan LX Automatic 2006 Blue,Honda,Accord Sedan,2006,local used,automatic,"₦ 3,500,000"
Lexus RX 330 2004 White,Lexus,RX 330,2004,local used,automatic,"₦ 7,490,000"
Honda Ridgeline RTS 2011 Gray,Honda,Ridgeline RTS,2011,foreign used,automatic,"₦ 12,900,000"
Toyota Corolla 2010 Silver,Toyota,Corolla,2010,local used,automatic,"₦ 7,200,000"
Hyundai Sonata 2018 White,Hyundai,Sonata,2018,foreign used,automatic,"₦ 14,999,999"
